"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"org.apache.kafka.common.utils.AbstractIterator.maybeComputeNext() AbstractIterator.java","825","< 0.1","92","20412"
"kafka.network.RequestChannel$Request.<init>(int, RequestContext, long, MemoryPool, ByteBuffer, RequestChannel$Metrics, Option) RequestChannel.scala","819","0.7","36","1134"
"scala.collection.mutable.GrowableBuilder.addAll(IterableOnce) GrowableBuilder.scala","811","0.1","30","6804"
"kafka.server.ReplicaManager.$anonfun$appendRecords$5(ReplicaManager, Map) ReplicaManager.scala","807","0.7","7","1135"
"java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor$Worker) ThreadPoolExecutor.java","802","57","22","14"
"java.util.concurrent.ThreadPoolExecutor$Worker.run() ThreadPoolExecutor.java","802","57","0","14"
"scala.collection.mutable.HashMap.foreach(Function1) HashMap.scala","799","0.7","6","1135"
"scala.collection.mutable.HashMap$Node.foreach(Function1) HashMap.scala","793","0.6","9","1135"
"org.apache.kafka.common.network.KafkaChannel.read() KafkaChannel.java","787","0.6","21","1134"
"kafka.server.ReplicaManager.$anonfun$appendRecords$6(ReplicaManager, Tuple2) ReplicaManager.scala","781","0.6","42","1135"
"scala.collection.mutable.GrowableBuilder.addAll(IterableOnce) GrowableBuilder.scala","781","0.1","45","6804"
"org.apache.kafka.common.network.KafkaChannel.receive(NetworkReceive) KafkaChannel.java","754","0.6","8","1134"
"kafka.network.Processor.processNewResponses() SocketServer.scala","749","0.1","35","3805"
"org.apache.kafka.common.network.NetworkReceive.readFrom(ScatteringByteChannel) NetworkReceive.java","746","0.6","19","1134"
"org.apache.kafka.common.requests.ProduceResponse.<init>(Map, int) ProduceResponse.java","735","0.6","8","1135"
"org.apache.kafka.common.network.PlaintextTransportLayer.read(ByteBuffer) PlaintextTransportLayer.java","722","0.3","14","2268"
"scala.collection.mutable.HashMap.addAll(IterableOnce) HashMap.scala","721","0.1","30","6804"
"org.apache.kafka.common.requests.ProduceResponse.toData(Map, int) ProduceResponse.java","718","0.6","36","1135"
"kafka.log.LogValidator$.$anonfun$convertAndAssignOffsetsNonCompressed$3$adapted(MutableRecordBatch, TopicPartition, long, TimestampType, long, boolean, BrokerTopicStats, ArrayBuffer, MemoryRecordsBuilder, LongRef, Tuple2) LogValidator.scala","716","0.6","5","1134"
"sun.nio.ch.SocketChannelImpl.read(ByteBuffer) SocketChannelImpl.java","711","0.3","96","2288"
"kafka.log.LogValidator$.$anonfun$convertAndAssignOffsetsNonCompressed$3(MutableRecordBatch, TopicPartition, long, TimestampType, long, boolean, BrokerTopicStats, ArrayBuffer, MemoryRecordsBuilder, LongRef, Tuple2) LogValidator.scala","710","0.6","26","1134"
"kafka.network.RequestChannel$Request.buildResponseSend(AbstractResponse) RequestChannel.scala","703","0.6","11","1135"
"scala.collection.mutable.HashMap$HashMapIterator.hasNext() HashMap.scala","695","< 0.1","381","27220"
"kafka.server.DelayedOperationPurgatory.checkAndComplete(Object) DelayedOperation.scala","691","0.2","52","3405"
"org.apache.kafka.common.requests.RequestContext.buildResponseSend(AbstractResponse) RequestContext.java","686","0.6","11","1135"
"kafka.log.LogSegment.append(long, long, long, MemoryRecords) LogSegment.scala","681","0.6","48","1134"
"kafka.cluster.Partition.maybeIncrementLeaderHW(UnifiedLog, long) Partition.scala","635","0.5","28","1134"
"org.apache.kafka.common.record.RecordBatchIterator.makeNext() RecordBatchIterator.java","611","< 0.1","81","18144"
"kafka.log.UnifiedLog.analyzeAndValidateRecords(MemoryRecords, AppendOrigin, boolean, int) UnifiedLog.scala","578","0.5","70","1134"
"org.apache.kafka.common.requests.AbstractResponse.toSend(ResponseHeader, short) AbstractResponse.java","574","0.5","8","1135"
"org.apache.kafka.common.protocol.SendBuilder.buildResponseSend(ResponseHeader, Message, short) SendBuilder.java","558","0.4","11","1135"
"org.apache.kafka.common.protocol.SendBuilder.buildSend(Message, short, Message, short) SendBuilder.java","542","0.4","35","1135"
"java.util.concurrent.ConcurrentSkipListMap.cpr(Comparator, Object, Object) ConcurrentSkipListMap.java","536","< 0.1","536","250491"
"kafka.log.UnifiedLog.maybeRoll(int, LogAppendInfo) UnifiedLog.scala","532","0.4","36","1134"
"org.apache.kafka.common.record.RecordBatchIterator.makeNext() RecordBatchIterator.java","530","< 0.1","96","18144"
"com.yammer.metrics.stats.ExponentiallyDecayingSample.lockForRegularUsage() ExponentiallyDecayingSample.java","519","< 0.1","74","11350"
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock.lock() ReentrantReadWriteLock.java","508","< 0.1","59","13628"
"org.apache.kafka.common.record.AbstractRecords.estimateSizeInBytes(byte, long, CompressionType, Iterable) AbstractRecords.java","501","0.4","9","1134"
"org.apache.kafka.common.record.DefaultRecordBatch.sizeInBytes(long, Iterable) DefaultRecordBatch.java","489","0.4","39","1134"
"scala.collection.MapFactory$Delegate.apply(Seq) Factory.scala","481","0.1","23","4536"
"org.apache.kafka.common.metrics.stats.SampledStat$Sample.isComplete(long, MetricConfig) SampledStat.java","476","< 0.1","288","35782"
"sun.nio.ch.IOUtil.read(FileDescriptor, ByteBuffer, long, NativeDispatcher) IOUtil.java","471","0.2","15","2288"
"com.yammer.metrics.core.Histogram.update(int) Histogram.java","470","0.4","5","1135"
"kafka.network.RequestChannel$Request.$anonfun$updateRequestMetrics$2$adapted(double, Histogram) RequestChannel.scala","469","0.4","5","1135"
"kafka.network.RequestChannel$Request.$anonfun$updateRequestMetrics$3$adapted(RequestChannel$Request, Histogram) RequestChannel.scala","468","0.4","5","1135"
"kafka.network.RequestChannel$Request.$anonfun$updateRequestMetrics$2(double, Histogram) RequestChannel.scala","464","0.4","5","1135"
"kafka.network.RequestChannel$Request.$anonfun$updateRequestMetrics$3(RequestChannel$Request, Histogram) RequestChannel.scala","463","0.4","7","1135"
"com.yammer.metrics.core.Meter.mark(long) Meter.java","458","< 0.1","154","13001"
"scala.collection.mutable.HashMap$.apply(Seq) HashMap.scala","457","0.1","23","4536"
"sun.nio.ch.IOUtil.read(FileDescriptor, ByteBuffer, long, boolean, boolean, int, NativeDispatcher) IOUtil.java","457","0.1","63","2292"
"kafka.network.RequestChannel.receiveRequest(long) RequestChannel.scala","453","0.2","17","1660"
"kafka.utils.Implicits$MapExtensionMethods$.$anonfun$forKeyValue$1(Function2, Object, Object) Implicits.scala","449","0.1","18","3403"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireShared(int) AbstractQueuedSynchronizer.java","448","< 0.1","60","13628"
"org.apache.kafka.common.requests.RequestContext.parseRequest(ByteBuffer) RequestContext.java","445","0.3","17","1134"
"java.lang.invoke.VarHandleGuards.guard_LLL_Z(VarHandle, Object, Object, Object, VarHandle$AccessDescriptor) VarHandleGuards.java","445","< 0.1","267","40064"
"java.util.concurrent.locks.ReentrantLock$Sync.tryRelease(int) ReentrantLock.java","442","< 0.1","267","32525"
"scala.collection.MapFactory.apply$(MapFactory, Seq) Factory.scala","434","< 0.1","23","4536"
"org.apache.kafka.common.record.MemoryRecordsBuilder.appendWithOffset(long, Record) MemoryRecordsBuilder.java","432","0.3","17","1134"
"java.util.concurrent.ArrayBlockingQueue.poll(long, TimeUnit) ArrayBlockingQueue.java","432","0.2","32","1660"
"kafka.server.AuthHelper.filterByAuthorized(RequestContext, AclOperation, ResourceType, Iterable, boolean, boolean, Function1) AuthHelper.scala","426","0.3","13","1134"
"kafka.log.LogSegments.activeSegment() LogSegments.scala","420","< 0.1","31","4536"
"org.apache.kafka.common.record.ByteBufferLogInputStream.nextBatch() ByteBufferLogInputStream.java","418","< 0.1","80","18144"
"org.apache.kafka.common.requests.ProduceResponse.lambda$toData$1(ProduceResponseData, TopicPartition, ProduceResponse$PartitionResponse) ProduceResponse.java","413","0.3","85","1135"
"scala.collection.MapFactory.apply(Seq) Factory.scala","411","< 0.1","24","4536"
"scala.Option.map(Function1) Option.scala","409","< 0.1","128","13618"
"kafka.server.TopicPartitionOperationKey.hashCode() DelayedOperationKey.scala","403","< 0.1","148","6810"
"scala.collection.mutable.HashMap$.from(IterableOnce) HashMap.scala","394","< 0.1","23","4538"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync.tryAcquireShared(int) ReentrantReadWriteLock.java","388","< 0.1","182","13628"
"org.apache.kafka.common.network.KafkaChannel.write() KafkaChannel.java","387","0.3","5","1135"
"org.apache.kafka.common.requests.AbstractRequest.parseRequest(ApiKeys, short, ByteBuffer) AbstractRequest.java","383","0.3","10","1134"
"org.apache.kafka.common.network.NetworkSend.writeTo(TransferableChannel) NetworkSend.java","381","0.3","5","1135"
"org.apache.kafka.common.network.ByteBufferSend.writeTo(TransferableChannel) ByteBufferSend.java","375","0.3","9","1135"
"kafka.network.Processor.sendResponse(RequestChannel$Response, Send) SocketServer.scala","374","0.3","46","1135"
"scala.collection.mutable.HashMap$.from(IterableOnce) HashMap.scala","371","< 0.1","48","4538"
"org.apache.kafka.common.record.FileRecords.append(MemoryRecords) FileRecords.java","370","0.3","9","1134"
"org.apache.kafka.common.requests.AbstractRequest.doParseRequest(ApiKeys, short, ByteBuffer) AbstractRequest.java","369","0.3","7","1134"
"com.yammer.metrics.core.Histogram.updateVariance(long) Histogram.java","369","< 0.1","100","11350"
"kafka.log.UnifiedLog.maybeIncrementHighWatermark(LogOffsetMetadata) UnifiedLog.scala","368","0.3","24","1134"
"java.util.concurrent.ThreadPoolExecutor.getTask() ThreadPoolExecutor.java","368","0.4","9","787"
"com.yammer.metrics.stats.ExponentiallyDecayingSample.unlockForRegularUsage() ExponentiallyDecayingSample.java","368","< 0.1","74","11350"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run() ScheduledThreadPoolExecutor.java","367","0.4","14","788"
"org.apache.kafka.common.network.PlaintextTransportLayer.write(ByteBuffer[]) PlaintextTransportLayer.java","364","0.3","5","1135"
"org.apache.kafka.common.requests.ProduceRequest.parse(ByteBuffer, short) ProduceRequest.java","362","0.3","13","1134"
"kafka.log.LogSegments.lastSegment() LogSegments.scala","359","< 0.1","31","4536"
"java.nio.channels.SocketChannel.write(ByteBuffer[]) SocketChannel.java","358","0.3","5","1135"
"org.apache.kafka.common.record.MemoryRecords.writeFullyTo(GatheringByteChannel) MemoryRecords.java","358","0.3","14","1134"
"java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take() ScheduledThreadPoolExecutor.java","355","0.4","4","787"
"sun.nio.ch.SocketChannelImpl.write(ByteBuffer[], int, int) SocketChannelImpl.java","352","0.3","40","1135"
"scala.collection.mutable.HashMap.<init>(int, double) HashMap.scala","350","< 0.1","129","13614"
"java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take() ScheduledThreadPoolExecutor.java","350","0.4","19","787"
"sun.nio.ch.FileChannelImpl.write(ByteBuffer) FileChannelImpl.java","338","0.2","48","1134"
"org.apache.kafka.common.record.ByteBufferLogInputStream.nextBatch() ByteBufferLogInputStream.java","337","< 0.1","110","18144"
"kafka.utils.Logging.trace$(Logging, Function0) Logging.scala","337","< 0.1","39","8010"
"java.util.concurrent.ConcurrentSkipListMap.remove(Object) ConcurrentSkipListMap.java","333","0.1","8","1910"
"kafka.log.UnifiedLog.$anonfun$append$7(UnifiedLog, MutableRecordBatch) UnifiedLog.scala","333","0.2","15","1134"
"kafka.network.Processor.dequeueResponse() SocketServer.scala","332","< 0.1","47","4940"
"org.apache.kafka.common.record.MemoryRecordsBuilder.appendWithOffset(long, long, ByteBuffer, ByteBuffer, Header[]) MemoryRecordsBuilder.java","332","0.2","5","1134"
"org.apache.kafka.common.record.MemoryRecordsBuilder.appendWithOffset(long, boolean, long, ByteBuffer, ByteBuffer, Header[]) MemoryRecordsBuilder.java","326","0.2","6","1134"
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock.unlock() ReentrantReadWriteLock.java","325","< 0.1","59","13628"
"java.util.concurrent.ConcurrentSkipListMap.doRemove(Object, Object) ConcurrentSkipListMap.java","325","0.1","35","1910"
"org.apache.kafka.common.utils.ImplicitLinkedHashCollection.iterator() ImplicitLinkedHashCollection.java","321","< 0.1","43","9076"
"org.apache.kafka.common.record.MemoryRecordsBuilder.appendDefaultRecord(long, long, ByteBuffer, ByteBuffer, Header[]) MemoryRecordsBuilder.java","319","0.2","13","1134"
"java.util.concurrent.ArrayBlockingQueue.size() ArrayBlockingQueue.java","318","< 0.1","57","7610"
"kafka.server.KafkaApis.$anonfun$handleProduceRequest$2(KafkaApis, Set, Map, Map, RequestChannel$Request, Map, Map, ProduceRequestData$TopicProduceData) KafkaApis.scala","316","0.2","13","1134"
"kafka.utils.Pool.get(Object) Pool.scala","316","< 0.1","78","13616"
"java.util.concurrent.ConcurrentSkipListMap.addCount(long) ConcurrentSkipListMap.java","315","< 0.1","57","13260"
"scala.collection.mutable.HashMap$HashMapIterator.scala$collection$mutable$HashMap$HashMapIterator$$$outer() HashMap.scala","313","< 0.1","313","145173"
"scala.collection.mutable.HashMap.foreachEntry(Function2) HashMap.scala","311","0.1","10","2268"
"java.util.concurrent.locks.ReentrantLock$Sync.lock() ReentrantLock.java","311","< 0.1","108","21516"
"scala.collection.mutable.Growable.addAll$(Growable, IterableOnce) Growable.scala","309","< 0.1","29","5676"
"kafka.log.UnifiedLog.maybeAssignEpochStartOffset(int, long) UnifiedLog.scala","309","0.2","9","1134"
"kafka.server.KafkaApis.$anonfun$handleProduceRequest$10$adapted(KafkaApis, RequestChannel$Request, Map) KafkaApis.scala","307","0.2","6","1134"
"java.util.concurrent.ConcurrentSkipListMap.putIfAbsent(Object, Object) ConcurrentSkipListMap.java","306","0.1","8","1910"
"kafka.log.UnifiedLog.analyzeAndValidateProducerState(LogOffsetMetadata, MemoryRecords, AppendOrigin) UnifiedLog.scala","305","0.2","41","1134"
"scala.collection.mutable.HashMap$.newBuilder() HashMap.scala","304","< 0.1","36","7942"
"scala.collection.mutable.HashMap$Node.foreachEntry(Function2) HashMap.scala","301","0.1","11","2268"
"kafka.server.KafkaApis.$anonfun$handleProduceRequest$10(KafkaApis, RequestChannel$Request, Map) KafkaApis.scala","300","0.2","5","1134"
"kafka.server.KafkaApis.$anonfun$handleProduceRequest$3(KafkaApis, ProduceRequestData$TopicProduceData, Set, Map, Map, RequestChannel$Request, Map, Map, ProduceRequestData$PartitionProduceData) KafkaApis.scala","300","0.2","51","1134"
"org.apache.kafka.common.record.DefaultRecord.writeTo(DataOutputStream, int, long, ByteBuffer, ByteBuffer, Header[]) DefaultRecord.java","300","0.2","33","1134"
"kafka.utils.Logging.trace(Function0) Logging.scala","297","< 0.1","84","8010"
"kafka.server.KafkaApis.processingStatsCallback$1(Map, RequestChannel$Request) KafkaApis.scala","295","0.2","9","1134"
"scala.collection.AbstractIterator.toSet() Iterator.scala","293","0.2","6","1134"
"org.apache.kafka.common.requests.RequestUtils.hasTransactionalRecords(ProduceRequest) RequestUtils.java","287","0.2","7","1134"
"scala.collection.IterableOnceOps.toSet$(IterableOnceOps) IterableOnce.scala","287","0.2","6","1134"
"org.apache.kafka.common.metrics.Sensor$StatAndConfig.config() Sensor.java","284","< 0.1","190","35782"
"org.apache.kafka.common.message.ProduceRequestData.<init>(Readable, short) ProduceRequestData.java","284","0.2","6","1134"
"org.apache.kafka.common.utils.ImplicitLinkedHashCollection$ImplicitLinkedHashCollectionIterator.next() ImplicitLinkedHashCollection.java","283","< 0.1","38","7942"
"scala.collection.IterableOnceOps.toSet() IterableOnce.scala","280","0.2","6","1134"
"scala.collection.mutable.Growable.addAll(IterableOnce) Growable.scala","280","< 0.1","57","5676"
"org.apache.kafka.common.requests.RequestUtils.flag(ProduceRequest, Predicate) RequestUtils.java","280","0.2","49","1134"
"kafka.log.LogSegment.shouldRoll(RollParams) LogSegment.scala","278","0.2","49","1134"
"org.apache.kafka.common.utils.ImplicitLinkedHashCollection.listIterator(int) ImplicitLinkedHashCollection.java","278","< 0.1","43","9076"
"org.apache.kafka.common.message.ProduceRequestData.read(Readable, short) ProduceRequestData.java","277","0.2","27","1134"
"kafka.log.UnifiedLog.$anonfun$maybeAssignEpochStartOffset$1$adapted(int, long, LeaderEpochFileCache) UnifiedLog.scala","275","0.2","5","1134"
"org.apache.kafka.common.network.Selector$SelectorMetrics.recordBytesReceived(String, long, long) Selector.java","275","0.2","14","1134"
"scala.collection.immutable.Set$.from(IterableOnce) Set.scala","274","0.2","16","1134"
"com.yammer.metrics.stats.EWMA.update(long) EWMA.java","273","< 0.1","182","39003"
"kafka.log.LocalLog.updateLogEndOffset(long) LocalLog.scala","270","0.2","29","1134"
"kafka.log.UnifiedLog.$anonfun$maybeAssignEpochStartOffset$1(int, long, LeaderEpochFileCache) UnifiedLog.scala","270","0.2","5","1134"
"kafka.server.KafkaApis.$anonfun$handleProduceRequest$8$adapted(KafkaApis, RequestChannel$Request, TopicPartition, RecordConversionStats) KafkaApis.scala","268","0.2","5","1134"
"scala.collection.mutable.HashMap$$anon$6.<init>(int, double) HashMap.scala","268","< 0.1","54","7942"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.enableWait(AbstractQueuedSynchronizer$ConditionNode) AbstractQueuedSynchronizer.java","267","< 0.1","83","4804"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.releaseShared(int) AbstractQueuedSynchronizer.java","266","< 0.1","89","13628"
"kafka.server.DelayedOperationPurgatory.$anonfun$checkAndComplete$1(DelayedOperationPurgatory$WatcherList, Object) DelayedOperation.scala","266","< 0.1","24","3405"
"java.util.concurrent.LinkedBlockingDeque.poll() LinkedBlockingDeque.java","265","< 0.1","24","4940"
"kafka.server.epoch.LeaderEpochFileCache.assign(int, long) LeaderEpochFileCache.scala","264","0.2","8","1134"
"kafka.log.UnifiedLog.updateHighWatermarkMetadata(LogOffsetMetadata) UnifiedLog.scala","264","0.2","33","1134"
"scala.collection.mutable.HashMap.addOne(Object) HashMap.scala","263","< 0.1","31","6806"
"kafka.log.UnifiedLog.$anonfun$analyzeAndValidateRecords$1(UnifiedLog, AppendOrigin, int, BooleanRef, ObjectRef, LongRef, LongRef, BooleanRef, IntRef, boolean, MemoryRecords, LongRef, LongRef, IntRef, IntRef, ObjectRef, MutableRecordBatch) UnifiedLog.scala","263","0.2","46","1134"
"kafka.server.KafkaApis.$anonfun$handleProduceRequest$8(KafkaApis, RequestChannel$Request, TopicPartition, RecordConversionStats) KafkaApis.scala","262","0.2","5","1134"
"scala.collection.mutable.HashMap$HashMapIterator.next() HashMap.scala","262","< 0.1","84","9073"
"sun.nio.ch.IOUtil.write(FileDescriptor, ByteBuffer[], int, int, NativeDispatcher) IOUtil.java","260","0.2","5","1135"
"java.util.concurrent.atomic.LongAdder.add(long) LongAdder.java","258","< 0.1","58","13260"
